Id Financeiro;Status cliente;Id cliente (CNPJ);Razão Social;Nome Fantasia (Omie);MRR Atual;Data Cohort;Data Movimento;MRR;Movimento MRR;Tipo Movimento;Status contrato;Id contrato (Omie);Documento;Vigência inicial contrato;Vigência final contrato;Meses vigência;Valor contrato;Tipo Renovação;Índice Renovação;Vendedor;Valor original do MRR;Obs. Contrato;Condição pagamento
15194FUJSXX;Inativo;15194004000125;FUNDAÇÃO JOSÉ SILVEIRA;FUNDACAO JOSE SILVEIRA;Não;01/07/2020;31/12/2020;R$ 0,00;-R$ 4.000,00;Churn;Vencido;FUJSXX;;-;-;-;-;-;-;Carlos;-;-;-
12035BRPI00;Ativo;1203549000227;BRASPINE MADEIRAS LTDA;BRASPINE;Não;27/08/2021;-;-;-;Implantação;Vencido;BRPI00;Contrato;27/08/2021;27/08/2021;0;R$ 4.908,75;-;-;Carlos;-;;Única
12035BRPI01;Ativo;1203549000227;BRASPINE MADEIRAS LTDA;BRASPINE;Não;27/08/2021;27/08/2021;R$ 2.454,38;R$ 2.454,38;New Business;Vencido;BRPI01;Contrato;27/08/2021;26/08/2022;12;R$ 29.452,56;Automática;IGPM;Carlos;;;Mensal
12035BRPI02;Ativo;1203549000227;BRASPINE MADEIRAS LTDA;BRASPINE;Não;27/08/2021;27/08/2022;R$ 2.601,64;R$ 147,27;Expansion;Vencido;BRPI02;nd;27/08/2022;26/08/2023;12;R$ 31.219,68;Automática;IGPM;Carlos;;;Mensal
12035BRPI03;Ativo;1203549000227;BRASPINE MADEIRAS LTDA;BRASPINE;Não;27/08/2021;27/08/2023;R$ 2.601,64;R$ 0,00;Expansion;Vencido;BRPI03;nd;27/08/2023;26/08/2024;12;R$ 31.219,68;Automática;IGPM;Carlos;;;Mensal
12035BRPI04;Ativo;1203549000227;BRASPINE MADEIRAS LTDA;BRASPINE;Não;27/08/2021;27/08/2024;R$ 2.696,48;R$ 94,84;Expansion;Vencido;BRPI04;nd;27/08/2024;26/08/2025;12;R$ 32.357,76;Automática;IGPM;Carlos;;;Mensal
12035BRPI05;Ativo;1203549000227;BRASPINE MADEIRAS LTDA;BRASPINE;Sim;27/08/2021;27/08/2025;R$ 2.696,48;R$ 0,00;Expansion;Vigente;BRPI05;nd;27/08/2025;26/08/2026;12;R$ 32.357,76;Automática;IGPM;Carlos;;;À vista
18387BRFA01;Ativo;1838723030468;BRF S.A.;BRF;Não;28/12/2023;28/12/2023;R$ 8.600,00;R$ 8.600,00;New Business;Vencido;BRFA01;Contrato;28/12/2023;27/12/2025;24;R$ 206.400,00;Termo Aditivo;Não definido;Carlos;;;Mensal
18387BRFA02;Ativo;1838723030468;BRF S.A.;BRF;Sim;28/12/2023;28/12/2025;R$ 8.600,00;R$ 0,00;Expansion;Vigente;BRFA02;Contrato;28/12/2025;27/12/2026;12;R$ 103.200,00;Termo Aditivo;Não definido;Carlos;9.034,29;;À vista
24396BRKA01;Ativo;24396489000120;BRK AMBIENTAL PARTICIPAÇÕES S.A;BRK AMBIENTAL ;Não;01/10/2024;01/10/2024;R$ 3.840,00;R$ 3.840,00;New Business;Vencido;BRKA01;Contrato;01/10/2024;31/12/2025;15;R$ 57.600,00;Termo Aditivo;IPCA;Carlos;4.800,00;"quinze meses com
os três primeiros meses gratuitos)";À vista
24396BRKA02;Ativo;24396489000120;BRK AMBIENTAL PARTICIPAÇÕES S.A;BRK AMBIENTAL ;Sim;01/10/2024;01/01/2026;R$ 5.042,40;R$ 1.202,40;Expansion;Vigente;BRKA02;Aditivo;01/01/2026;31/12/2026;12;R$ 60.508,80;Termo Aditivo;IPCA;Carlos;;;À vista
45242CEAM01;Ativo;45242914000105;C&A MODAS S.A;C&A;Não;19/06/2023;19/06/2023;R$ 10.010,00;R$ 10.010,00;New Business;Vencido;CEAM01;Contrato;19/06/2023;18/06/2024;12;R$ 120.120,00;Termo Aditivo;IPCA;Sabrina;;;Mensal
45242CEAM02;Ativo;45242914000105;C&A MODAS S.A;C&A;Não;19/06/2023;19/06/2024;R$ 8.316,60;-R$ 1.693,40;Contraction;Vencido;CEAM02;;19/06/2024;18/06/2025;12;R$ 99.799,20;Termo Aditivo;IPCA;Sabrina;10.395,75;;À vista
45242CEAM03;Ativo;45242914000105;C&A MODAS S.A;C&A;Sim;19/06/2023;19/06/2025;R$ 8.776,48;R$ 459,88;Expansion;Vigente;CEAM03;Aditivo;19/06/2025;18/06/2026;12;R$ 105.317,80;Termo Aditivo;IPCA;Sabrina;11.008,13;;À vista
40011CAIXC00;Ativo;40011095000163;XS5 ADMINISTRADORA DE CONSORCIOS S.A.;CAIXA CONSÓRCIO;Não;15/12/2025;-;-;-;Implantação;Vigente;CAIXC00;NDA;15/12/2025;15/12/2025;1;R$ 5.600,00;-;-;Carlos;-;;Única
60745CAPR01;Ativo;60745411000138;CAPRICORNIO TEXTIL S.A;CAPRICORNIO TEXTIL;Não;01/01/2024;01/01/2024;R$ 3.000,00;R$ 3.000,00;New Business;Vencido;CAPR01;Contrato;01/01/2024;31/12/2024;12;R$ 36.000,00;Automática;"IPCA -
 IBGE ou IGPM- FGV, o qual for maior";Carlos;;;Mensal
60745CAPR02;Ativo;60745411000138;CAPRICORNIO TEXTIL S.A;CAPRICORNIO TEXTIL;Não;01/01/2024;01/01/2025;R$ 3.146,81;R$ 146,81;Expansion;Vencido;CAPR02;Aditivo;01/01/2025;31/12/2025;12;R$ 37.761,72;Automática;"IPCA -
 IBGE ou IGPM- FGV, o qual for maior";Carlos;;;Mensal
60745CAPR03;Ativo;60745411000138;CAPRICORNIO TEXTIL S.A;CAPRICORNIO TEXTIL;Sim;01/01/2024;01/01/2026;R$ 3.146,81;R$ 0,00;Expansion;Vigente;CAPR03;Aditivo;01/01/2026;31/12/2026;12;R$ 37.761,72;Automática;"IPCA -
 IBGE ou IGPM- FGV, o qual for maior";Carlos;3.294,11;Desconto de 5% na msg de whatsapp. De R$0,47 por R$0,42;À vista
61064CATE01/01;Inativo;61064911000177;CATERPILLAR BRASIL LTDA;CATERPILLAR;Não;25/05/2023;25/05/2023;R$ 12.000,00;R$ 12.000,00;New Business;Vencido;CATE01/01;Contrato;25/05/2023;24/05/2024;12;R$ 144.000,00;Automática;IPCA;Sabrina;;;À vista
61064CATE01/02;Inativo;61064911000177;CATERPILLAR BRASIL LTDA;CATERPILLAR;Não;25/05/2023;25/05/2023;R$ 12.000,00;R$ 12.000,00;New Business;Vencido;CATE01/02;Contrato;25/05/2023;24/05/2024;12;R$ 144.000,00;Automática;IPCA;Sabrina;;;À vista
61064CATE02/01;Inativo;61064911000177;CATERPILLAR BRASIL LTDA;CATERPILLAR;Não;25/05/2023;25/05/2024;R$ 12.442,56;R$ 442,56;Expansion;Vencido;CATE02/01;;25/05/2024;24/05/2025;12;R$ 149.310,72;Automática;IPCA;Sabrina;;;À vista
61064CATE02/02;Inativo;61064911000177;CATERPILLAR BRASIL LTDA;CATERPILLAR;Não;25/05/2023;25/05/2024;R$ 12.442,56;R$ 442,56;Expansion;Vencido;CATE02/02;;25/05/2024;24/05/2025;12;R$ 149.310,72;Automática;IPCA;Sabrina;;;À vista
61064CATE03;Inativo;61064911000177;CATERPILLAR BRASIL LTDA;CATERPILLAR;Não;25/05/2023;25/05/2025;R$ 13.180,07;R$ 737,51;Expansion;Vencido;CATE03;;25/05/2025;14/09/2025;4;R$ 52.720,26;Automática;IPCA;Sabrina;;;À vista
49732ESTOXX;Inativo;49732175000182;ESTOK COMERCIO E REPRESENTAÇÕES S.A;ESTOK;Não;01/02/2020;31/01/2021;R$ 0,00;-R$ 3.520,00;Churn;Vencido;ESTOXX;;-;-;-;-;-;-;Carlos;-;-;-
33131CBMM01;Ativo;33131541000108;COMPANHIA BRASILEIRA DE METALURGIA E MINERAÇÃO;CBMM;Não;19/12/2025;-;-;-;Implantação;Previsão;CBMM01;Contrato;01/02/2026;01/02/2026;1;R$ 22.176,00;-;-;Carlos;-;;Única
33131CBMM01;Ativo;33131541000108;COMPANHIA BRASILEIRA DE METALURGIA E MINERAÇÃO;CBMM;Sim;19/12/2025;19/12/2025;R$ 6.160,00;R$ 6.160,00;New Business;Vigente;CBMM01;Contrato;19/12/2025;18/12/2026;12;R$ 73.920,00;Aditivo;?;Carlos;6.160,00;mensalidade + 1x de 22.176,00 a ser pago em Fevereiro;Mensal
33541COMH01;Inativo;33541368000116;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;CHESF;Não;30/05/2022;30/05/2022;R$ 3.500,00;R$ 3.500,00;New Business;Vencido;COMH01;Contrato;30/05/2022;29/05/2023;12;R$ 42.000,00;Termo Aditivo;IPCA;Carlos;;;À vista
33541COMH02;Inativo;33541368000116;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;CHESF;Não;30/05/2022;20/06/2023;R$ 3.500,00;R$ 0,00;Expansion;Vencido;COMH02;Apostila;20/06/2023;20/06/2024;12;R$ 42.000,00;Termo Aditivo;IPCA;Carlos;;;À vista
35402BIMBXX;Inativo;35402759000185;BIMBO DO BRASIL LTDA;BIMBO;Não;11/08/2020;10/02/2021;R$ 0,00;-R$ 1.700,00;Churn;Vencido;BIMBXX;;-;-;-;-;-;-;Carlos;-;-;-
76630ITAM01;Ativo;76630573000160;CIA DE CIMENTO ITAMBÉ;CIMENTO ITAMBÉ;Não;01/07/2024;01/07/2024;R$ 2.742,86;R$ 2.742,86;New Business;Vencido;ITAM01;Contrato;01/07/2024;30/06/2025;12;R$ 38.400,00;Automática;IPCA;Sabrina;R$ 4.000,00;Desconto de 20% (vinte por cento) do pagamento à vista. Foram acordados dois meses de gratuidade, mas isso não consta no contrato. Além disso, a data de início foi inserida como 31/06, o que não existe.;À vista
76630ITAM02;Ativo;76630573000160;CIA DE CIMENTO ITAMBÉ;CIMENTO ITAMBÉ;Sim;01/07/2024;01/07/2025;R$ 4.238,07;R$ 1.495,21;Expansion;Vigente;ITAM02;Contrato;01/07/2025;30/06/2026;12;R$ 50.856,84;Automática;IPCA;Sabrina;R$ 4.238,07;;Mensal
21109COMC00;Inativo;21109697000103;COMPANHIA DE CIMENTO CAMPEAO ALVORADA - CCA;CIMENTO NACIONAL;Não;01/10/2021;-;-;-;Implantação;Vencido;COMC00;Contrato;01/09/2021;01/09/2021;0;R$ 8.893,84;-;-;Lillian;-;;Única
21109COMC01;Inativo;21109697000103;COMPANHIA DE CIMENTO CAMPEAO ALVORADA - CCA;CIMENTO NACIONAL;Não;01/10/2021;01/10/2021;R$ 8.893,84;R$ 8.893,84;New Business;Vencido;COMC01;Contrato;01/10/2021;30/09/2022;12;R$ 106.726,08;Automática;INPC;Lillian;;;Mensal
21109COMC02;Inativo;21109697000103;COMPANHIA DE CIMENTO CAMPEAO ALVORADA - CCA;CIMENTO NACIONAL;Não;01/10/2021;01/10/2022;R$ 4.300,00;-R$ 4.593,84;Contraction;Vencido;COMC02;Aditivo;01/10/2022;31/10/2023;13;R$ 55.900,00;Automática;INPC;Lillian;;;Mensal
82901INTEXX;Inativo;82901000000127;INTELBRAS S/A INDÚSTRIA DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;INTELBRAS;Não;01/11/2020;31/10/2021;R$ 0,00;-R$ 5.450,00;Churn;Vencido;INTEXX;;-;-;-;-;-;-;Carlos;-;-;-
36890BOUT01;Ativo;3689099000330;BRASIL OUTDOOR LTDA;CLEAR CHANNEL;Não;26/06/2020;26/06/2020;R$ 1.054,50;R$ 1.054,50;New Business;Vencido;BOUT01;Contrato;26/06/2020;25/06/2021;12;R$ 12.654,00;Termo Aditivo;IGPM;Carlos;;;Mensal
36890BOUT02;Ativo;3689099000330;BRASIL OUTDOOR LTDA;CLEAR CHANNEL;Não;26/06/2020;26/06/2021;R$ 2.109,00;R$ 1.054,50;Expansion;Vencido;BOUT02;Aditivo;26/06/2021;25/06/2022;12;R$ 25.308,00;Termo Aditivo;IPCA;Carlos;;;Mensal
36890BOUT03;Ativo;3689099000330;BRASIL OUTDOOR LTDA;CLEAR CHANNEL;Não;26/06/2020;27/06/2022;R$ 2.109,00;R$ 0,00;Expansion;Vencido;BOUT03;nd;27/06/2022;31/10/2022;4;R$ 8.436,00;Termo Aditivo;IPCA;Carlos;;;Mensal
36890BOUT04;Ativo;3689099000330;BRASIL OUTDOOR LTDA;CLEAR CHANNEL;Não;27/06/2020;01/11/2022;R$ 1.200,00;-R$ 909,00;Contraction;Vencido;BOUT04;Aditivo;01/11/2022;26/06/2023;8;R$ 9.600,00;Termo Aditivo;IPCA;Carlos;;;Mensal
36890BOUT05;Ativo;3689099000330;BRASIL OUTDOOR LTDA;CLEAR CHANNEL;Não;26/06/2020;27/06/2023;R$ 1.247,23;R$ 47,23;Expansion;Vencido;BOUT05;Aditivo;27/06/2023;26/12/2023;6;R$ 7.483,38;Termo Aditivo;IPCA;Carlos;;;Mensal
36890BOUT06;Ativo;3689099000330;BRASIL OUTDOOR LTDA;CLEAR CHANNEL;Não;26/06/2020;27/12/2023;R$ 1.247,23;R$ 0,00;Expansion;Vencido;BOUT06;nd;27/12/2023;26/01/2024;1;R$ 1.247,23;Termo Aditivo;IPCA;Carlos;;;Mensal
36890BOUT07;Ativo;3689099000330;BRASIL OUTDOOR LTDA;CLEAR CHANNEL;Não;26/06/2020;01/02/2024;R$ 1.247,23;R$ 0,00;Expansion;Vencido;BOUT07;nd;01/02/2024;31/01/2025;12;R$ 14.966,76;Termo Aditivo;IPCA;Carlos;;;Mensal
36890BOUT08;Ativo;3689099000330;BRASIL OUTDOOR LTDA;CLEAR CHANNEL;Sim;26/06/2020;01/02/2025;R$ 1.307,78;R$ 60,55;Expansion;Vigente;BOUT08;;01/02/2025;31/01/2026;12;R$ 15.693,36;Termo Aditivo;IPCA;Carlos;;;Mensal
10760CVCBXX;Inativo;10760260000119;CVC BRASIL AGÊNCIA E OPERADORA SA.;CVC BRASIL;Não;01/07/2021;31/12/2021;R$ 0,00;-R$ 6.500,00;Churn;Vencido;CVCBXX;;-;-;-;-;-;-;Carlos;-;-;-
34020CAIX01/1;Ativo;34020354000110;CAIXA SEGURADORA S.A.;CNP SEGUROS;Não;30/06/2025;30/06/2025;R$ 3.360,00;R$ 3.360,00;New Business;Vencido;CAIX01/1;Contrato;30/06/2025;13/10/2025;4;R$ 13.440,00;Aditivo;IPCA;Wellignton;3.360,00;;À vista
34020CAIX01/2;Ativo;34020354000110;CAIXA SEGURADORA S.A.;CNP SEGUROS;Sim;30/06/2025;14/10/2025;R$ 3.804,44;R$ 444,44;Expansion;Vigente;CAIX01/2;Contrato;14/10/2025;29/06/2026;9;R$ 30.880,00;Aditivo;IPCA;Wellignton;?;Upsell MFA +4.000,00;À vista
24958COME00;Inativo;24958142000124;COMETA SERVICOS DE ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA;COMETA;Não;31/05/2021;-;-;-;Implantação;Vencido;COME00;Contrato;31/05/2021;31/05/2021;0;R$ 4.440,00;-;-;Lillian;-;;Única
24958COME01;Inativo;24958142000124;COMETA SERVICOS DE ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA;COMETA;Não;31/05/2021;31/05/2021;R$ 4.440,00;R$ 4.440,00;New Business;Vencido;COME01;Contrato;31/05/2021;30/05/2022;12;R$ 53.280,00;Automática;Não definido;Lillian;;;Mensal
24958COME02;Inativo;24958142000124;COMETA SERVICOS DE ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA;COMETA;Não;31/05/2021;31/05/2022;R$ 4.440,00;R$ 0,00;Expansion;Vencido;COME02;nd;31/05/2022;30/05/2023;12;R$ 53.280,00;Automática;Não definido;Lillian;;;Mensal
17256DRARXX;Inativo;17256512000116;DROGARIA ARAUJO S/A;DROGARIA ARAUJO;Não;15/12/2020;15/01/2022;R$ 0,00;-R$ 6.000,00;Churn;Vencido;DRARXX;;-;-;-;-;-;-;Carlos;-;-;-
17770CRED01;Inativo;17770708000124;CREDITAS SOLUÇÕES FINANCEIRAS LTDA;CREDITAS (TABOCAS);Não;01/07/2024;01/07/2024;R$ 4.800,00;R$ 4.800,00;New Business;Vencido;CRED01;Aditivo;01/07/2024;31/12/2024;6;R$ 28.800,00;Não definido;Não definido;Carlos;R$ 5.760,00;;À vista
10965CSBR01;Ativo;10965693000100;CS BRASIL TRANSPORTES DE PASSAGEIROS E SERVICOS AMBIENTAIS LTDA.;CS BRASIL;Não;17/05/2021;17/05/2021;R$ 500,00;R$ 500,00;New Business;Vencido;CSBR01;nd;17/05/2021;16/04/2022;11;R$ 42.000,00;Automática;IPCA;Carlos;;;Mensal
10965CSBR02;Ativo;10965693000100;CS BRASIL TRANSPORTES DE PASSAGEIROS E SERVICOS AMBIENTAIS LTDA.;CS BRASIL;Não;17/05/2021;17/04/2022;R$ 3.500,00;R$ 3.000,00;Expansion;Vencido;CSBR02;Contrato;17/04/2022;16/04/2023;12;R$ 42.000,00;Automática;IPCA;Carlos;;;Mensal
10965CSBR03;Ativo;10965693000100;CS BRASIL TRANSPORTES DE PASSAGEIROS E SERVICOS AMBIENTAIS LTDA.;CS BRASIL;Não;17/05/2021;17/04/2023;R$ 3.662,77;R$ 162,77;Expansion;Vencido;CSBR03;nd;17/04/2023;16/04/2024;12;R$ 43.953,24;Automática;IPCA;Carlos;;;Mensal
10965CSBR04;Ativo;10965693000100;CS BRASIL TRANSPORTES DE PASSAGEIROS E SERVICOS AMBIENTAIS LTDA.;CS BRASIL;Não;17/05/2021;17/04/2024;R$ 3.795,31;R$ 132,54;Expansion;Vencido;CSBR04;nd;17/04/2024;16/04/2025;12;R$ 45.543,72;Automática;IPCA;Carlos;;;Mensal
10965CSBR05;Ativo;10965693000100;CS BRASIL TRANSPORTES DE PASSAGEIROS E SERVICOS AMBIENTAIS LTDA.;CS BRASIL;Sim;17/05/2021;17/04/2025;R$ 4.007,56;R$ 212,25;Expansion;Vigente;CSBR05;nd;17/04/2025;16/04/2026;12;R$ 48.090,72;Automática;IPCA;Carlos;;;Mensal
10760CVCB00;Inativo;10760260000119;CVC BRASIL AGÊNCIA E OPERADORA SA.;CVC BRASIL;Não;01/07/2021;-;-;-;Implantação;Vencido;CVCB00;Contrato;01/07/2021;01/07/2021;0;R$ 6.140,16;-;-;Carlos;-;;Única
10760CVCB01;Inativo;10760260000119;CVC BRASIL AGÊNCIA E OPERADORA SA.;CVC BRASIL;Não;01/07/2021;01/07/2021;R$ 6.500,00;R$ 6.500,00;New Business;Vencido;CVCB01;Contrato;01/07/2021;31/12/2021;6;R$ 39.000,00;;;Carlos;;;Mensal
25331ITATXX;Inativo;25331521001205;ITATIAIA MÓVEIS S.A;ITATIAIA MOVEIS;Não;01/01/2022;30/04/2022;R$ 0,00;-R$ 1.500,00;Churn;Vencido;ITATXX;;-;-;-;-;-;-;Carlos;-;-;-
21899DELO00;Inativo;2189924000103;DELOITTE TOUCHE TOHMATSU CONSULTORES LTDA;DELOITTE;Não;30/01/2021;-;-;-;Implantação;Vencido;DELO00;Contrato;30/01/2021;30/01/2021;0;R$ 3.400,00;-;-;Carlos;-;;Única
21899DELO01;Inativo;2189924000103;DELOITTE TOUCHE TOHMATSU CONSULTORES LTDA;DELOITTE;Não;30/01/2021;30/01/2021;R$ 8.251,43;R$ 8.251,43;New Business;Vencido;DELO01;Contrato;30/01/2021;29/01/2022;12;R$ 99.017,11;Termo Aditivo;IGPM;Carlos;;;À vista
21899DELO02;Inativo;2189924000103;DELOITTE TOUCHE TOHMATSU CONSULTORES LTDA;DELOITTE;Não;30/01/2021;30/01/2022;R$ 7.332,21;-R$ 919,22;Contraction;Vencido;DELO02;Aditivo;30/01/2022;29/01/2023;12;R$ 87.986,52;Termo Aditivo;IGPM;Carlos;;;À vista
61074MAPFXX;Inativo;61074175000138;MAPFRE SEGUROS GERAIS S.A.;MAPFRE SEGUROS;Não;19/01/2022;27/07/2022;R$ 0,00;-R$ 7.110,00;Churn;Vencido;MAPFXX;;-;-;-;-;-;-;Carlos;-;-;-
81708DESK01;Ativo;8170849000115;DESKTOP S.A.;DESKTOP;Não;01/05/2023;01/05/2023;R$ 8.571,43;R$ 8.571,43;New Business;Vencido;DESK01;Contrato;01/05/2023;30/06/2024;14;R$ 120.000,00;Automática;IPCA;Sabrina;R$ 10.000,00;;Mensal
81708DESK02;Ativo;8170849000115;DESKTOP S.A.;DESKTOP;Não;01/05/2023;01/07/2024;R$ 9.000,00;R$ 428,57;Expansion;Vencido;DESK02;Aditivo;01/07/2024;30/06/2025;12;R$ 108.000,00;Automática;IPCA;Sabrina;10.439,74;;Mensal
81708DESK03;Ativo;8170849000115;DESKTOP S.A.;DESKTOP;Sim;01/05/2023;01/07/2025;R$ 9.954,99;R$ 954,99;Expansion;Vigente;DESK03;Aditivo;01/07/2025;28/02/2026;8;R$ 79.639,92;Automática;IPCA;Sabrina;11.061,10;Cancelamento antecipado;Mensal
38543BENNXX;Inativo;3854323000130;BENNER TECNOLOGIA E SISTEMAS DE SAUDE LTDA;BENNER;Não;31/03/2021;30/07/2022;R$ 0,00;-R$ 4.967,10;Churn;Vencido;BENNXX;;-;-;-;-;-;-;Carlos;-;-;-
17256DRAR00;Inativo;17256512000116;DROGARIA ARAUJO S/A;DROGARIA ARAUJO;Não;15/12/2020;-;-;-;Implantação;Vencido;DRAR00;Contrato;15/12/2020;15/12/2020;0;R$ 7.500,00;-;-;Carlos;-;;Única
17256DRAR01;Inativo;17256512000116;DROGARIA ARAUJO S/A;DROGARIA ARAUJO;Não;15/12/2020;15/12/2020;R$ 8.000,00;R$ 8.000,00;New Business;Vencido;DRAR01;Contrato;15/12/2020;14/08/2021;8;R$ 64.000,00;0;0;Carlos;;;Mensal
17256DRAR02;Inativo;17256512000116;DROGARIA ARAUJO S/A;DROGARIA ARAUJO;Não;15/12/2020;15/08/2021;R$ 6.000,00;-R$ 2.000,00;Contraction;Vencido;DRAR02;Aditivo;15/08/2021;14/12/2021;4;R$ 24.000,00;-;-;Carlos;;;Mensal
48905JJGCXX;Inativo;489050002985;JJGC INDUSTRIA E COMERCIO DE MATERIAIS DENTARIOS S.A;NEODENT;Não;29/04/2021;31/07/2022;R$ 0,00;-R$ 11.000,00;Churn;Vencido;JJGCXX;;-;-;-;-;-;-;Carlos;-;-;-
61186EFTD00;Ativo;61186490000157;EDITORA FTD S A;EDITORA FTD;Não;15/08/2019;-;-;-;Implantação;Vencido;EFTD00;Contrato;15/08/2019;15/08/2019;0;R$ 3.680,00;-;-;Carlos;-;;Única
61186EFTD01;Ativo;61186490000157;EDITORA FTD S A;EDITORA FTD;Não;15/08/2019;15/08/2019;R$ 1.182,75;R$ 1.182,75;New Business;Vencido;EFTD01;Contrato;15/08/2019;14/08/2020;12;R$ 11.827,60;Automática;IPCA;Carlos;;;Mensal
61186EFTD02;Ativo;61186490000157;EDITORA FTD S A;EDITORA FTD;Não;15/08/2019;15/08/2020;R$ 1.207,97;R$ 25,22;Expansion;Vencido;EFTD02;nd;15/08/2020;14/08/2021;12;R$ 14.495,64;Automática;IPCA;Carlos;;;Mensal
61186EFTD03;Ativo;61186490000157;EDITORA FTD S A;EDITORA FTD;Não;15/08/2019;-;-;-;-;Vencido;EFTD03;nd;15/08/2020;14/08/2021;12;R$ 0,00;-;-;Carlos;-;;Mensal
61186EFTD04;Ativo;61186490000157;EDITORA FTD S A;EDITORA FTD;Não;15/08/2019;15/08/2021;R$ 1.308,84;R$ 100,87;Expansion;Vencido;EFTD04;nd;15/08/2021;14/08/2022;12;R$ 15.706,08;Automática;IPCA;Carlos;;;Mensal
61186EFTD05;Ativo;61186490000157;EDITORA FTD S A;EDITORA FTD;Não;15/08/2019;15/08/2022;R$ 1.440,63;R$ 131,79;Expansion;Vencido;EFTD05;nd;15/08/2022;14/08/2023;12;R$ 17.287,56;Automática;IPCA;Carlos;;;Mensal
61186EFTD06;Ativo;61186490000157;EDITORA FTD S A;EDITORA FTD;Não;15/08/2019;15/08/2023;R$ 1.504,46;R$ 63,83;Expansion;Vencido;EFTD06;nd;15/08/2023;14/08/2024;12;R$ 18.053,52;Automática;IPCA;Carlos;;;Mensal
61186EFTD07;Ativo;61186490000157;EDITORA FTD S A;EDITORA FTD;Não;15/08/2019;15/08/2024;R$ 1.575,16;R$ 70,70;Expansion;Vencido;EFTD07;nd;15/08/2024;14/08/2025;12;R$ 18.901,92;Automática;IPCA;Carlos;;;Mensal
61186EFTD08;Ativo;61186490000157;EDITORA FTD S A;EDITORA FTD;Sim;15/08/2019;15/08/2025;R$ 1.659,45;-R$ 3.307,65;Expansion;Vigente;EFTD08;nd;15/08/2025;14/08/2026;12;R$ 19.913,40;Automática;IPCA;Carlos;;;Mensal
39834EDPE01/1;Inativo;3983431000103;EDP ENERGIAS DO BRASIL S.A.;EDP ENERGIAS;Não;02/08/2022;02/08/2022;R$ 7.435,42;R$ 7.435,42;New Business;Vencido;EDPE01/1;Contrato;02/08/2022;01/08/2024;5;R$ 37.177,10;Termo Aditivo;Não definido;Carlos;;;Mensal
39834EDPE01/2;Inativo;3983431000103;EDP ENERGIAS DO BRASIL S.A.;EDP ENERGIAS;Não;02/08/2022;02/08/2022;R$ 7.435,42;R$ 7.435,42;New Business;Vencido;EDPE01/2;Contrato;02/08/2022;01/08/2024;19;R$ 141.272,98;Termo Aditivo;Não definido;Carlos;;;Mensal
39834EDPE02;Inativo;3983431000103;EDP ENERGIAS DO BRASIL S.A.;EDP ENERGIAS;Não;02/08/2022;02/08/2024;R$ 8.277,02;R$ 841,60;Expansion;Vencido;EDPE02;Aditivo;02/08/2024;01/02/2025;6;R$ 49.662,12;Termo Aditivo;IPCA;Carlos;;;Mensal
82845SOFTXX;Inativo;82845322000104;SOFTPLAN PLANEJAMENTO E SISTEMAS LTDA;SOFTPLAN;Não;12/04/2021;07/08/2022;R$ 0,00;-R$ 3.791,00;Churn;Vencido;SOFTXX;;-;-;-;-;-;-;Carlos;-;-;-
74014ELDO01;Ativo;7401436000131;ELDORADO BRASIL CELULOSE S/A;ELDORADO;Não;15/02/2020;15/02/2020;R$ 3.800,00;R$ 3.800,00;New Business;Vencido;ELDO01;Contrato;15/02/2020;14/02/2021;12;R$ 45.600,00;Termo Aditivo;Não definido;Carlos;;;Mensal
74014ELDO02;Ativo;7401436000131;ELDORADO BRASIL CELULOSE S/A;ELDORADO;Não;15/02/2020;15/02/2021;R$ 3.137,00;-R$ 663,00;Contraction;Vencido;ELDO02;Contrato;15/02/2021;14/02/2022;12;R$ 37.644,00;Termo Aditivo;Não definido;Carlos;;;Mensal
74014ELDO03;Ativo;7401436000131;ELDORADO BRASIL CELULOSE S/A;ELDORADO;Não;15/02/2020;15/02/2022;R$ 3.513,44;R$ 376,44;Expansion;Vencido;ELDO03;Contrato;15/02/2022;14/02/2023;12;R$ 42.161,28;Termo Aditivo;Não definido;Carlos;;;Mensal
74014ELDO04;Ativo;7401436000131;ELDORADO BRASIL CELULOSE S/A;ELDORADO;Não;15/02/2020;15/02/2023;R$ 3.723,38;R$ 209,94;Expansion;Vencido;ELDO04;Contrato;15/02/2023;14/02/2024;12;R$ 44.680,56;Termo Aditivo;Não definido;Carlos;;;Mensal
74014ELDO05;Ativo;7401436000131;ELDORADO BRASIL CELULOSE S/A;ELDORADO;Não;15/02/2020;15/02/2024;R$ 3.809,37;R$ 85,99;Expansion;Vencido;ELDO05;nd;15/02/2024;14/02/2025;12;R$ 45.712,44;Termo Aditivo;Não definido;Carlos;R$ 3.887,11;;Mensal
74014ELDO06;Ativo;7401436000131;ELDORADO BRASIL CELULOSE S/A;ELDORADO;Sim;15/02/2020;15/02/2025;R$ 3.983,07;R$ 173,70;Expansion;Vigente;ELDO06;;15/02/2025;14/02/2026;12;R$ 47.796,84;Termo Aditivo;IPCA;Carlos;3.983,07;;Mensal
